title,price,mall,img
14k 18k 플랫 체인 반지,18000원,엘렌쥬얼리,https://shopping-phinf.pstatic.net/main_1330928/13309288365.1.jpg?type=f140
14k 18k 엥게이지 링 평반지 민자 금 반지,35900원,엘렌쥬얼리,https://shopping-phinf.pstatic.net/main_8273173/82731734010.jpg?type=f140
엘렌쥬얼리 스몰 베어 미스 링 실 금 반지,40500원,위메프네이버페이40500,롯데ON네이버페이40590,G마켓44210,옥션44710,AK몰네이버페이44740,https://shopping-phinf.pstatic.net/main_3579988/35799887066.20221113084134.jpg?type=f140
엘렌쥬얼리 럭키 돌고래 목걸이,112000원,엘렌쥬얼리네이버플러스멤버십112000,옥션115460,G마켓116100,롯데ON네이버페이117390,쿠팡118000,https://shopping-phinf.pstatic.net/main_2444618/24446184737.20201014020322.jpg?type=f140
엘렌쥬얼리 타이니 큐빅 미스 링 실 금 반지,46030원,티몬네이버페이46030,위메프네이버페이46740,G마켓47740,엘렌쥬얼리네이버플러스멤버십48000,하프클럽네이버페이48120,https://shopping-phinf.pstatic.net/main_3576718/35767189464.20221112033600.jpg?type=f140
엘렌쥬얼리 보니타 커플링 반지,283900원,브랜디네이버플러스멤버십283900,엘렌쥬얼리네이버플러스멤버십284000,AK몰네이버페이646900,11번가653190,AK MALL네이버플러스멤버십698360,https://shopping-phinf.pstatic.net/main_2401445/24014454258.20200903013817.jpg?type=f140
엘렌쥬얼리 엘리샤 커플링 금 반지,124190원,롯데ON네이버페이124190,쿠팡133000,11번가136340,브랜디네이버플러스멤버십137000,https://shopping-phinf.pstatic.net/main_2384157/23841571092.20200820210030.jpg?type=f140
엘렌쥬얼리 큐브 체인 금 반지 Type A,22500원,브랜디네이버플러스멤버십22500,G마켓22990,엘렌쥬얼리네이버플러스멤버십23000,하프클럽네이버페이23100,옥션23130,https://shopping-phinf.pstatic.net/main_3479371/34793715781.20230526233901.jpg?type=f140
엘렌쥬얼리 트윈 물고기 미스 링 금 반지,152090원,롯데ON네이버페이152090,SSG닷컴152111,엘렌쥬얼리네이버플러스멤버십154000,티몬네이버페이155760,GSSHOP네이버페이156600,https://shopping-phinf.pstatic.net/main_3938075/39380759567.20230415003438.jpg?type=f140
엘렌쥬얼리 콩사다리 체인 반지 A타입,17890원,G마켓17890,옥션17890,AK몰네이버페이17900,위메프네이버페이18170,현대Hmall네이버페이18420,https://shopping-phinf.pstatic.net/main_3569278/35692783586.20221107174835.jpg?type=f140
엘렌쥬얼리 럭키 고래 미스 링 금 반지,106820원,위메프네이버페이106820,롯데ON네이버페이106820,SSG닷컴107527,G마켓108740,엘렌쥬얼리네이버플러스멤버십109000,https://shopping-phinf.pstatic.net/main_3943219/39432197608.20230429090151.jpg?type=f140
엘렌쥬얼리 사랑의 앤나 큐빅 목걸이,97900원,엘렌쥬얼리네이버플러스멤버십97900,GSSHOP네이버페이99900,하프클럽네이버페이103960,홈앤쇼핑108810,패션플러스네이버페이113100,https://shopping-phinf.pstatic.net/main_3518709/35187090621.20221012095819.jpg?type=f140
엘렌쥬얼리 티그리스 미스 링 금 반지,241190원,롯데ON네이버페이241190,G마켓243990,옥션245400,티몬네이버페이246400,AK몰네이버페이246950,https://shopping-phinf.pstatic.net/main_3786106/37861062798.20230210191046.jpg?type=f140
엘렌쥬얼리 나타샤 하트 금 목걸이,224730원,롯데ON네이버페이224730,위메프네이버페이224730,G마켓227200,옥션228510,티몬네이버페이229680,https://shopping-phinf.pstatic.net/main_3949901/39499014286.20230420202301.jpg?type=f140
엘렌쥬얼리 히카리 체인 금 팔찌,968390원,롯데ON네이버페이968390,엘렌쥬얼리네이버플러스멤버십979000,위메프네이버페이990320,AK몰네이버페이991370,GSSHOP네이버페이997200,https://shopping-phinf.pstatic.net/main_3170896/31708965633.20220410185441.jpg?type=f140
엘렌쥬얼리 퀸 엘리자베스 레이어드 볼 팔찌,139490원,롯데ON네이버페이139490,엘렌쥬얼리네이버플러스멤버십141000,AK몰네이버페이143160,옥션144990,G마켓145800,https://shopping-phinf.pstatic.net/main_2054075/20540750544.20190807145044.jpg?type=f140
엘렌쥬얼리 마리 플라워 미스 링 금 반지,62960원,위메프네이버페이62960,롯데ON네이버페이62960,G마켓64540,옥션65270,AK몰네이버페이65320,https://shopping-phinf.pstatic.net/main_3586933/35869330977.20221117043902.jpg?type=f140
엘렌쥬얼리 모던 하트 금 귀걸이,57000원,엘렌쥬얼리네이버플러스멤버십57000,롯데ON네이버페이76950,SSG닷컴81301,위메프네이버페이82000,G마켓82220,https://shopping-phinf.pstatic.net/main_3942000/39420001199.20230417103556.jpg?type=f140
엘렌쥬얼리 발푸르기스 미스 링 금 반지,356100원,브랜디네이버플러스멤버십356100,롯데ON네이버페이356100,홈앤쇼핑356230,SSG닷컴361919,현대Hmall네이버페이364560,https://shopping-phinf.pstatic.net/main_3170174/31701743973.20220410080631.jpg?type=f140
엘렌쥬얼리 사랑의 앤나 팔찌,67900원,롯데ON네이버페이67900,위메프네이버페이69300,엘렌쥬얼리네이버플러스멤버십69900,쿠팡70000,GSSHOP네이버페이71100,https://shopping-phinf.pstatic.net/main_2054162/20541620566.20190808033141.jpg?type=f140
엘렌쥬얼리 미러볼 1 체인 반지,37530원,위메프네이버페이37530,엘렌쥬얼리네이버플러스멤버십37900,홈앤쇼핑42020,SSG닷컴67314,옥션69810,https://shopping-phinf.pstatic.net/main_3585840/35858408168.20230527023118.jpg?type=f140
엘렌쥬얼리 모던 코인 금 귀걸이,68000원,엘렌쥬얼리네이버플러스멤버십68000,SSG닷컴69062,G마켓69850,옥션70250,AK몰네이버페이70690,https://shopping-phinf.pstatic.net/main_3940607/39406075684.20230416014632.jpg?type=f140
엘렌쥬얼리 래빗 진주 목걸이,103490원,롯데ON네이버페이103490,SSG닷컴104030,엘렌쥬얼리네이버플러스멤버십105000,G마켓105200,옥션105810,https://shopping-phinf.pstatic.net/main_3940440/39404409759.20230416162318.jpg?type=f140
엘렌쥬얼리 프랑 볼 목걸이,116090원,롯데ON네이버페이116090,엘렌쥬얼리네이버플러스멤버십117000,GSSHOP네이버페이118800,옥션120830,G마켓121500,https://shopping-phinf.pstatic.net/main_3568594/35685942741.20221108122215.jpg?type=f140
엘렌쥬얼리 Bar 체인반지,27000원,엘렌쥬얼리네이버플러스멤버십27000,현대Hmall네이버페이27630,하프클럽네이버페이27970,브랜디네이버플러스멤버십31500,GSSHOP네이버페이34200,https://shopping-phinf.pstatic.net/main_3577668/35776686085.20230527022307.jpg?type=f140
엘렌쥬얼리 탈리스만 스타 링 금 반지,49370원,티몬네이버페이49370,롯데ON네이버페이49370,위메프네이버페이49980,엘렌쥬얼리네이버플러스멤버십51000,G마켓51280,https://shopping-phinf.pstatic.net/main_3582366/35823669271.20221115085042.jpg?type=f140
엘렌쥬얼리 컷팅 Ball 체인반지 D타입,24250원,AK몰네이버페이24250,티몬네이버페이24350,11번가25230,쿠팡26000,SSG닷컴26790,https://shopping-phinf.pstatic.net/main_2501247/25012476567.20201127195832.jpg?type=f140
엘렌쥬얼리 이반 컷팅 미스 링 금 반지,127634원,SSG닷컴127634,롯데ON네이버페이127640,엘렌쥬얼리네이버플러스멤버십129000,G마켓129070,옥션129820,https://shopping-phinf.pstatic.net/main_3936286/39362865490.20230414115500.jpg?type=f140
엘렌쥬얼리 보레아스 컷팅 미스 링 금 반지,131390원,롯데ON네이버페이131390,SSG닷컴132005,엘렌쥬얼리네이버플러스멤버십133000,G마켓133490,옥션134260,https://shopping-phinf.pstatic.net/main_3940605/39406058152.20230416064645.jpg?type=f140
엘렌쥬얼리 래빗 하트 미스 링 반지,52800원,롯데ON네이버페이52800,위메프네이버페이52800,SSG닷컴54201,G마켓54810,엘렌쥬얼리네이버플러스멤버십55000,https://shopping-phinf.pstatic.net/main_3945097/39450972296.20230419014303.jpg?type=f140
엘렌쥬얼리 담수 진주 귀걸이,19900원,엘렌쥬얼리네이버플러스멤버십19900,11번가21620,쿠팡22000,홈앤쇼핑22100,브랜디네이버플러스멤버십27400,https://shopping-phinf.pstatic.net/main_2270902/22709020128.20200430171711.jpg?type=f140
엘렌쥬얼리 레몬 체인 금 목걸이,80990원,롯데ON네이버페이80990,옥션88000,쿠팡104000,G마켓110030,홈앤쇼핑124200,https://shopping-phinf.pstatic.net/main_2509990/25099905734.20201204204438.jpg?type=f140
엘렌쥬얼리 할로우 Curve Median 체인 팔찌,432320원,현대Hmall네이버페이432320,브랜디네이버플러스멤버십549000,옥션588350,G마켓612900,롯데ON네이버페이619710,https://shopping-phinf.pstatic.net/main_2680201/26802018283.20210417191546.jpg?type=f140
엘렌쥬얼리 문 체인 목걸이,87900원,브랜디네이버플러스멤버십87900,위메프네이버페이87980,쿠팡88000,엘렌쥬얼리네이버플러스멤버십89900,G마켓90180,https://shopping-phinf.pstatic.net/main_3466998/34669981659.20221022165018.jpg?type=f140
엘렌쥬얼리 레몬 체인 팔찌,47420원,옥션47420,AK몰네이버페이47430,위메프네이버페이48130,엘렌쥬얼리네이버플러스멤버십48900,11번가49330,https://shopping-phinf.pstatic.net/main_3568396/35683964788.20221107074610.jpg?type=f140
엘렌쥬얼리 데이라이트 실 금 반지,53690원,위메프네이버페이53690,롯데ON네이버페이53870,SSG닷컴56823,티몬네이버페이57200,G마켓57470,https://shopping-phinf.pstatic.net/main_3948086/39480867017.20230420064254.jpg?type=f140
엘렌쥬얼리 달린 러프 다이아 진주 목걸이,98090원,롯데ON네이버페이98090,G마켓99010,옥션99590,AK몰네이버페이100220,티몬네이버페이100620,https://shopping-phinf.pstatic.net/main_3805023/38050234625.20230217153812.jpg?type=f140
엘렌쥬얼리 심플 스퀘어 큐브 금 목걸이,67990원,옥션67990,AK몰네이버페이68000,G마켓68130,티몬네이버페이68280,롯데ON네이버페이68890,https://shopping-phinf.pstatic.net/main_2588761/25887613367.20210205192429.jpg?type=f140
엘렌쥬얼리 디오 열쇠 금 목걸이,167000원,엘렌쥬얼리네이버플러스멤버십167000,홈앤쇼핑199800,https://shopping-phinf.pstatic.net/main_2178253/21782537419.20230418182430.jpg?type=f140
엘렌쥬얼리 로돌라이트 곰돌이 금 목걸이,140240원,G마켓140240,옥션140240,롯데ON네이버페이140250,SSG닷컴142495,AK몰네이버페이145850,https://shopping-phinf.pstatic.net/main_4050035/40500355640.20230609150940.jpg?type=f140
엘렌쥬얼리 그랜드 크로스 링 금 반지,47520원,위메프네이버페이47520,G마켓47740,옥션48280,AK몰네이버페이48320,GSSHOP네이버페이48600,https://shopping-phinf.pstatic.net/main_3578987/35789876045.20221112233917.jpg?type=f140
엘렌쥬얼리 크라운 반지,88190원,롯데ON네이버페이88190,엘렌쥬얼리네이버플러스멤버십89000,AK몰네이버페이90370,위메프네이버페이91710,옥션92190,https://shopping-phinf.pstatic.net/main_2654135/26541358703.20210327181308.jpg?type=f140
엘렌쥬얼리 함마링 체인 금 반지 Type A,18900원,브랜디네이버플러스멤버십18900,롯데ON네이버페이18900,엘렌쥬얼리네이버플러스멤버십19000,SSG닷컴19344,GSSHOP네이버페이19800,https://shopping-phinf.pstatic.net/main_3414271/34142718183.20230527091842.jpg?type=f140
엘렌쥬얼리 세레니티 미스 링 반지,128850원,AK몰네이버페이128850,11번가134020,엘렌쥬얼리네이버플러스멤버십137000,쿠팡140690,옥션141410,https://shopping-phinf.pstatic.net/main_2206558/22065581246.20200227155603.jpg?type=f140
엘렌쥬얼리 오닉스 금 목걸이,108780원,위메프네이버페이108780,롯데ON네이버페이108780,엘렌쥬얼리네이버플러스멤버십111000,G마켓111390,옥션112030,https://shopping-phinf.pstatic.net/main_3934540/39345402177.20230413170736.jpg?type=f140
엘렌쥬얼리 그랑레이 미스 링 금 반지,473700원,브랜디네이버플러스멤버십473700,롯데ON네이버페이473700,홈앤쇼핑473830,현대Hmall네이버페이484910,엘렌쥬얼리네이버플러스멤버십488000,https://shopping-phinf.pstatic.net/main_3171264/31712642104.20220411025431.jpg?type=f140
엘렌쥬얼리 오링 체인 금 반지 Type A,21800원,브랜디네이버플러스멤버십21800,SSG닷컴21855,엘렌쥬얼리네이버플러스멤버십22000,옥션22750,롯데ON네이버페이23090,https://shopping-phinf.pstatic.net/main_3412773/34127732320.20230527062934.jpg?type=f140
엘렌쥬얼리 스카이 플라워 미스 링 금 반지,102460원,위메프네이버페이102460,롯데ON네이버페이102600,엘렌쥬얼리네이버플러스멤버십109000,티몬네이버페이110000,GSSHOP네이버페이110700,https://shopping-phinf.pstatic.net/main_3942942/39429420969.20230418143304.jpg?type=f140
엘렌쥬얼리 모던 코인 금 목걸이,118050원,옥션118050,롯데ON네이버페이118050,G마켓118700,롯데홈쇼핑네이버페이120120,SSG닷컴120640,https://shopping-phinf.pstatic.net/main_3943220/39432202936.20230418012247.jpg?type=f140
엘렌쥬얼리 플라워 금 귀걸이,52640원,위메프네이버페이52640,롯데ON네이버페이53010,엘렌쥬얼리네이버플러스멤버십56000,티몬네이버페이56320,GSSHOP네이버페이56700,https://shopping-phinf.pstatic.net/main_3940449/39404497159.20230415182533.jpg?type=f140
엘렌쥬얼리 오션 금 목걸이,117390원,위메프네이버페이117390,하프클럽네이버페이118680,롯데ON네이버페이119700,엘렌쥬얼리네이버플러스멤버십129000,G마켓129070,https://shopping-phinf.pstatic.net/main_3896520/38965200461.20230414090351.jpg?type=f140
엘렌쥬얼리 빛나는 기획전-14k 블랑 레이어드 목걸이,31630원,인터파크쇼핑네이버페이31630,https://shopping-phinf.pstatic.net/main_3594455/35944552050.20221119025940.jpg?type=f140
엘렌쥬얼리 심플 서클 원터치 금 귀걸이,106820원,위메프네이버페이106820,롯데ON네이버페이106820,SSG닷컴107527,G마켓108740,엘렌쥬얼리네이버플러스멤버십109000,https://shopping-phinf.pstatic.net/main_3943050/39430509786.20230418041529.jpg?type=f140
엘렌쥬얼리 솔라 크라운 링 반지,46030원,티몬네이버페이46030,롯데ON네이버페이46030,SSG닷컴47207,G마켓47740,하프클럽네이버페이48120,https://shopping-phinf.pstatic.net/main_3599831/35998319970.20221123115409.jpg?type=f140
엘렌쥬얼리 크리스 나비 금 목걸이,120500원,롯데ON네이버페이120500,브랜디네이버플러스멤버십120500,SSG닷컴121514,엘렌쥬얼리네이버플러스멤버십122000,G마켓122880,https://shopping-phinf.pstatic.net/main_2880711/28807113878.20210911214913.jpg?type=f140
엘렌쥬얼리 미니 나비 미스 링 금 반지,71248원,SSG닷컴71248,티몬네이버페이71720,롯데ON네이버페이72420,하프클럽네이버페이74980,신세계몰76610,https://shopping-phinf.pstatic.net/main_3117760/31177600696.20220306002059.jpg?type=f140
엘렌쥬얼리 셀리스틴 미스 링 반지,177000원,엘렌쥬얼리네이버플러스멤버십177000,옥션182580,G마켓183600,롯데ON네이버페이185640,하프클럽네이버페이187680,https://shopping-phinf.pstatic.net/main_2222543/22225435608.20200318151257.jpg?type=f140
엘렌쥬얼리 할로우 Curve 체인 메디앙 목걸이,989000원,엘렌쥬얼리네이버플러스멤버십989000,위메프네이버페이1000200,AK몰네이버페이1001220,11번가1041380,AK MALL네이버플러스멤버십1080860,https://shopping-phinf.pstatic.net/main_3169664/31696643759.20220411045933.jpg?type=f140
엘렌쥬얼리 그레고리 금 목걸이,140747원,SSG닷컴140747,엘렌쥬얼리네이버플러스멤버십142500,현대Hmall네이버페이143970,AK몰네이버페이144060,GSSHOP네이버페이144900,https://shopping-phinf.pstatic.net/main_2876395/28763959463.20210909002113.jpg?type=f140
엘렌쥬얼리 이니셜 스틱 체인 금 반지,54900원,엘렌쥬얼리네이버플러스멤버십54900,옥션55130,AK몰네이버페이55480,티몬네이버페이55700,위메프네이버페이56300,https://shopping-phinf.pstatic.net/main_3715955/37159557280.20230528045649.jpg?type=f140
엘렌쥬얼리 벨루가 고래 금 목걸이,136376원,SSG닷컴136376,롯데ON네이버페이136380,G마켓137910,옥션138710,AK몰네이버페이139580,https://shopping-phinf.pstatic.net/main_3943531/39435317123.20230418105413.jpg?type=f140
엘렌쥬얼리 그린 오닉스 금 귀걸이,69730원,G마켓69730,하프클럽네이버페이69740,위메프네이버페이70500,쿠팡70700,패션플러스네이버페이71170,https://shopping-phinf.pstatic.net/main_3643153/36431537009.20221210211707.jpg?type=f140
엘렌쥬얼리 미스틱 콤비 목걸이,199000원,쿠팡199000,엘렌쥬얼리네이버플러스멤버십199000,옥션204960,G마켓206100,홈앤쇼핑207580,https://shopping-phinf.pstatic.net/main_3278369/32783693962.20220607092953.jpg?type=f140
엘렌쥬얼리 로즈 볼 링 귀걸이,84900원,위메프네이버페이84900,엘렌쥬얼리네이버플러스멤버십99000,옥션102030,G마켓102600,롯데ON네이버페이103740,https://shopping-phinf.pstatic.net/main_2646280/26462803180.20210925020831.jpg?type=f140
엘렌쥬얼리 미니 바 귀걸이,25100원,쿠팡25100,옥션27210,G마켓27360,롯데ON네이버페이27670,엘렌쥬얼리네이버플러스멤버십28000,https://shopping-phinf.pstatic.net/main_2173831/21738317046.20200111172621.jpg?type=f140
엘렌쥬얼리 심포니 스타 귀걸이,97100원,현대Hmall네이버페이97100,홈앤쇼핑105300,티몬네이버페이106480,AK몰네이버페이106480,GSSHOP네이버페이107100,https://shopping-phinf.pstatic.net/main_2293399/22933991608.20200522171533.jpg?type=f140
엘렌쥬얼리 라인 원터치 금 귀걸이,122390원,롯데ON네이버페이122390,엘렌쥬얼리네이버플러스멤버십123000,AK몰네이버페이124370,현대Hmall네이버페이125550,G마켓132080,https://shopping-phinf.pstatic.net/main_2260949/22609494490.20200424154627.jpg?type=f140
엘렌쥬얼리 로이스 진주 목걸이,100880원,롯데ON네이버페이100880,위메프네이버페이100880,SSG닷컴103156,엘렌쥬얼리네이버플러스멤버십104000,G마켓104320,https://shopping-phinf.pstatic.net/main_3893822/38938225485.20230326080900.jpg?type=f140
엘렌쥬얼리 윈덤 미스 링 금 반지,284900원,브랜디네이버플러스멤버십284900,롯데ON네이버페이284900,SSG닷컴284990,홈앤쇼핑287430,위메프네이버페이287850,https://shopping-phinf.pstatic.net/main_3170492/31704924085.20220410111249.jpg?type=f140
엘렌쥬얼리 시그널 하트 미스 링 금 반지,162890원,롯데ON네이버페이162890,엘렌쥬얼리네이버플러스멤버십165000,옥션170170,G마켓171110,쿠팡176000,https://shopping-phinf.pstatic.net/main_3936702/39367024089.20230414174531.jpg?type=f140
엘렌쥬얼리 엥게이지 링 평반지 민자 금 반지,33290원,롯데ON네이버페이33290,SSG닷컴36605,브랜디네이버플러스멤버십37440,신세계몰39360,https://shopping-phinf.pstatic.net/main_2544323/25443236644.20201231212756.jpg?type=f140
엘렌쥬얼리 레몬 체인 금 목걸이,88040원,11번가88040,옥션88070,SSG닷컴92054,쿠팡92820,신세계몰93900,https://shopping-phinf.pstatic.net/main_3568426/35684265660.20221107084609.jpg?type=f140
엘렌쥬얼리 루체른 클립 체인 금 팔찌,423940원,위메프네이버페이423940,옥션425880,G마켓428220,SSG닷컴438000,신세계몰468000,https://shopping-phinf.pstatic.net/main_4050629/40506296397.20230609222925.jpg?type=f140
엘렌쥬얼리 젤리 하트 원터치 금 귀걸이,53090원,롯데ON네이버페이53090,G마켓56070,하프클럽네이버페이57320,위메프네이버페이57940,엘렌쥬얼리네이버플러스멤버십59000,https://shopping-phinf.pstatic.net/main_3568407/35684079950.20230416084712.jpg?type=f140
엘렌쥬얼리 세인트 십자가 금 목걸이,116990원,롯데ON네이버페이116990,엘렌쥬얼리네이버플러스멤버십118000,쿠팡119000,현대Hmall네이버페이120530,GSSHOP네이버페이120600,https://shopping-phinf.pstatic.net/main_2296396/22963965241.20200526143946.jpg?type=f140
엘렌주얼리 엘렌쥬얼리 볼 체인 반지 21∼25호,31190원,하프클럽네이버페이31190,AK몰네이버페이31320,현대Hmall네이버페이31730,GSSHOP네이버페이33390,쿠팡34200,https://shopping-phinf.pstatic.net/main_2613886/26138864484.20210225221924.jpg?type=f140
엘렌쥬얼리 어바웃 미스 링 반지,77000원,엘렌쥬얼리네이버플러스멤버십77000,GSSHOP네이버페이78300,옥션78320,G마켓78750,롯데ON네이버페이79630,https://shopping-phinf.pstatic.net/main_2286033/22860339085.20200514194338.jpg?type=f140
엘렌쥬얼리 샨도라 컷팅 미스 링 금 반지,109250원,위메프네이버페이109250,롯데ON네이버페이109250,SSG닷컴113646,엘렌쥬얼리네이버플러스멤버십115000,GSSHOP네이버페이117000,https://shopping-phinf.pstatic.net/main_3936793/39367938525.20230418220012.jpg?type=f140
엘렌쥬얼리 비비안 체인 금 목걸이,366000원,엘렌쥬얼리네이버플러스멤버십366000,옥션375900,G마켓378000,롯데ON네이버페이382200,하프클럽네이버페이386400,https://shopping-phinf.pstatic.net/main_3581311/35813111829.20221114001648.jpg?type=f140
엘렌쥬얼리 미니 고래 꼬리 미스 링 반지,68530원,위메프네이버페이68530,롯데ON네이버페이68750,엘렌쥬얼리네이버플러스멤버십71000,옥션71510,G마켓71910,https://shopping-phinf.pstatic.net/main_2734862/27348622273.20221202073134.jpg?type=f140
엘렌쥬얼리 큐빅 묵주 링 금 반지,104000원,엘렌쥬얼리네이버플러스멤버십104000,옥션106870,G마켓107460,롯데ON네이버페이108660,하프클럽네이버페이109850,https://shopping-phinf.pstatic.net/main_2282897/22828975530.20200512005559.jpg?type=f140
엘렌쥬얼리 에반 미스 링 반지,99800원,브랜디네이버플러스멤버십99800,위메프네이버페이99910,엘렌쥬얼리네이버플러스멤버십103000,AK몰네이버페이104690,옥션106510,https://shopping-phinf.pstatic.net/main_2198352/21983527364.20200406004328.jpg?type=f140
14k 18k 대나무 두줄 여자 명품 금팔찌,589000원,금마루 쥬얼리,https://shopping-phinf.pstatic.net/main_8306473/83064737273.3.jpg?type=f140
엘렌쥬얼리 플로리아 금 귀걸이,58130원,G마켓58130,옥션58130,롯데ON네이버페이58140,하프클럽네이버페이59340,위메프네이버페이59990,https://shopping-phinf.pstatic.net/main_3601238/36012383618.20230416194913.jpg?type=f140
엘렌쥬얼리 타이니 네잎클로버 금 목걸이,103790원,위메프네이버페이103790,롯데ON네이버페이103790,SSG닷컴104030,G마켓105200,옥션105810,https://shopping-phinf.pstatic.net/main_3901965/39019650615.20230329123626.jpg?type=f140
엘렌쥬얼리 할로우 Primo 퀸 팔찌,685000원,엘렌쥬얼리네이버플러스멤버십685000,이마트몰729440,G마켓830820,옥션830820,https://shopping-phinf.pstatic.net/main_2207331/22073312768.20221107161501.jpg?type=f140
